(18,100), (20,100), (19,100), (17,100)
exp_version 1 : (3.00, 5030)
exp_version 1 : (0.90, 215)
exp_version 1 : (0.90, 215)
exp_version 1 : (0.84, 215)
exp_version 1 : (2.44, 215)
exp_version 1 : (2.46, 215)
exp_version 0 : (2.47, 215)
exp_version 0 : (3.90, 217)
exp_version 0 : (3.79, 5528)
exp_version 0 : (3.61, 5528)
exp_version 0 : (3.61, 5528)
exp_version 1 : (3.49, 217)
exp_version 1 : (3.49, 217)
exp_version 2 : (4.19, 217)
exp_version 2 : (3.53, 217)
exp_version 1 : (3.50, 217)
exp_version 0 : (3.54, 5528)
exp_version 2 : (3.46, 217)
exp_version 2 : (3.45, 217)
exp_version 2 : (3.45, 217)
exp_version 2 : (3.56, 217)
exp_version 2 : (3.51, 217)
exp_version 2 : (3.46, 217)
exp_version 2 : (3.45, 217)
exp_version 2 : (3.45, 217)
exp_version 2 : (3.49, 217)
exp_version 2 : (3.51, 217)
exp_version 2 : (3.45, 217)
exp_version 2 : (3.44, 217)
exp_version 2 : (3.44, 217)
exp_version 2 : (3.45, 217)
exp_version 2 : (3.57, 217)
exp_version 2 : (3.46, 217)
exp_version 2 : (3.60, 5442)
exp_version 1 : (3.62, 5442)
exp_version 0 : (3.60, 5442)
exp_version 2 : (3.62, 5442)
exp_version 4 : (31.29, 5634)
exp_version 2 : (3.73, 5442)
exp_version 2 : (3.62, 5448)
exp_version 2 : (3.62, 128582)
exp_version 2 : (3.61, 34898)
exp_version 2 : (3.60, 5448)
exp_version 2 : (3.64, 5456)
exp_version 2 : (3.65, 5498)
exp_version 2 : (3.63, 43474)
exp_version 2 : (82.67, 229120)
exp_version 2 : (0.00, 7)
exp_version 2 : (0.00, 7)
exp_version 2 : (0.00, 30)
exp_version 2 : (0.00, 30)
exp_version 2 : (0.00, 30)
exp_version 2 : (0.00, 30)
exp_version 2 : (0.00, 10)
exp_version 2 : (0.00, 10)
exp_version 2 : (0.00, 10)
exp_version 2 : (0.00, 10)
exp_version 2 : (0.09, 1030)
exp_version 2 : (11.35, 10412)
exp_version 2 : (11.38, 10412)
exp_version 2 : (1.76, 10462)
exp_version 2 : (5.23, 10792)
exp_version 2 : (5.29, 10792)
exp_version 2 : (41.80, 38)
exp_version 2 : (42.14, 38)
exp_version 2 : (52.30, 38)
exp_version 2 : (31.33, 38)
exp_version 2 : (46.55, 1014)
exp_version 2 : (31.78, 1014)
exp_version 2 : (30.91, 1014)
exp_version 2 : (31.21, 1014)
exp_version 2 : (31.08, 1014)
exp_version 2 : (9.45, 100)
exp_version 2 : (9.91, 100)
exp_version 2 : (10.06, 100)
exp_version 2 : (10.29, 100)
exp_version 2 : (10.03, 100)
exp_version 2 : (15.78, 100)
exp_version 2 : (8.30, 100)
exp_version 2 : (20.21, 1014)
exp_version 2 : (29.93, 100)
exp_version 2 : (52.74, 1014)
exp_version 2 : (53.90, 1014)
exp_version 2 : (51.70, 1014)
exp_version 2 : (52.10, 1014)
exp_version 2 : (67.15, 1014)
exp_version 2 : (80.35, 1014)
exp_version 2 : (92.29, 1014)
exp_version 2 : (126.67, 1010)
exp_version 2 : (138.08, 1010)
exp_version 2 : (127.34, 1010)
exp_version 4 : (1.48, 1010)
exp_version 4 : (1.50, 1010)
exp_version 4 : (1.47, 1010)
exp_version 4 : (165.06, 1010)
exp_version 4 : (162.83, 1010)
exp_version 1 : (37.71, 100)
exp_version 4 : (44.65, 100)
exp_version 1 : (37.60, 100)
exp_version 1 : (37.64, 100)
exp_version 1 : (38.96, 100)
exp_version 1 : (37.98, 100)
exp_version 1 : (35.87, 100)
exp_version 1 : (36.84, 100)
exp_version 1 : (37.91, 100)
exp_version 1 : (7.71, 100)
exp_version 1 : (7.68, 100)
exp_version 1 : (7.68, 100)
exp_version 4 : (11.36, 100)
exp_version 1 : (7.67, 100)
exp_version 4 : (11.46, 100)
exp_version 1 : (7.68, 100)
exp_version 4 : (16.34, 1014)
exp_version 1 : (15.89, 1014)
exp_version 4 : (110.36, 1010)
exp_version 1 : (98.95, 1010)
exp_version 1 : (42.08, 100)
exp_version 1 : (34.57, 100)
exp_version 1 : (34.73, 100)
exp_version 1 : (34.87, 100)
exp_version 4 : (40.83, 100)
exp_version 1 : (34.82, 100)
exp_version 1 : (34.73, 100)
exp_version 1 : (34.79, 100)
exp_version 1 : (34.69, 100)
exp_version 4 : (43.39, 100)
exp_version 1 : (34.63, 100)
exp_version 4 : (43.39, 100)
exp_version 4 : (77.70, 1010)
exp_version 1 : (51.08, 1010)
exp_version 4 : (78.60, 1010)
exp_version 4 : (77.60, 1010)
exp_version 4 : (77.48, 1010)
exp_version 4 : (105.91, 1010)
exp_version 1 : (93.10, 1010)
exp_version 1 : (92.76, 1010)
exp_version 1 : (41.39, 100)
exp_version 1 : (13.10, 100)
exp_version 1 : (10.86, 109)
exp_version 1 : (10.89, 109)
exp_version 1 : (4.18, 1103)
exp_version 1 : (11.30, 132)
exp_version 1 : (31.25, 147)
exp_version 1 : (9.73, 1103)
exp_version 1 : (185.50, 8001)
exp_version 1 : (43.32, 1014)
exp_version 0 : (107.33, 1167)
exp_version 0 : (251.12, 1167)
exp_version 0 : (11.55, 8009)
exp_version 0 : (107.17, 1167)
exp_version 0 : (41.32, 118)
exp_version 0 : (361.52, 117)
exp_version 0 : (80.15, 117)
exp_version 4 : (35.92, 100)
exp_version 0 : (20.71, 100)
exp_version 0 : (68.42, 1046)
exp_version 4 : (75.06, 1046)
exp_version 0 : (13.78, 6820)
exp_version 4 : (19.46, 6820)
exp_version 4 : (33.29, 1046)
exp_version 0 : (20.66, 1046)
exp_version 0 : (68.53, 1046)
exp_version 0 : (58.61, 2419)
exp_version 0 : (9.79, 2419)
exp_version 2 : (88.16, 2419)
exp_version 0 : (11.53, 2419)
exp_version 1 : (23.35, 2419)
exp_version 0 : (11.66, 2419)
exp_version 2 : (34.66, 2419)
exp_version 0 : (11.67, 2419)
exp_version 1 : (11.57, 2419)
exp_version 0 : (23.31, 1046)
exp_version 1 : (23.82, 1046)
exp_version 2 : (23.16, 1046)
exp_version 1 : (23.98, 1046)
exp_version 0 : (23.72, 1046)
exp_version 2 : (23.59, 1046)
exp_version 0 : (23.51, 1048)
exp_version 2 : (23.14, 1048)
exp_version 0 : (23.86, 1048)
exp_version 2 : (24.61, 1048)
exp_version 1 : (24.83, 1048)
exp_version 0 : (24.89, 1048)
exp_version 0 : (24.11, 1048)
exp_version 1 : (25.16, 1048)
exp_version 2 : (25.04, 1048)
exp_version 0 : (1143.90, 10730)
exp_version 2 : (1053.86, 10730)
exp_version 2 : (1112.77, 10730)
exp_version 0 : (1149.36, 10730)
exp_version 0 : (25.00, 1048)
exp_version 0 : (26.29, 2084)
exp_version 0 : (87.93, 3110)
exp_version 0 : (87.50, 3110)
exp_version 0 : (47.89, 439)
exp_version 0 : (280.30, 3983)
exp_version 0 : (118.99, 448)
exp_version 0 : (19.63, 195)
exp_version 0 : (19.69, 195)
exp_version 0 : (18.73, 1)
exp_version 0 : (18.68, 10)
exp_version 0 : (18.76, 10)
exp_version 0 : (19.72, 1032)
exp_version 0 : (122.32, 10411)
exp_version 0 : (30.70, 5277)
exp_version 1 : (28.27, 5277)
exp_version 2 : (25.59, 5277)
exp_version 0 : (30.68, 5277)
